model,generation,scaler,imbalance,feature_selection,accuracy,accuracy_std,balanced_accuracy,balanced_accuracy_std,sensitivity,sensitivity_std,specificity,specificity_std,precision,precision_std,npv,npv_std,f1,f1_std,roc_auc,roc_auc_std,pr_auc,pr_auc_std,mcc,mcc_std,train_time_sec,dataset,efficiency
Gen1_LogisticRegression,1,robust,smote_enn,none,0.9737365314138998,0.0016176357190534,0.9475920180571746,0.0096190405958748,0.9213567023693606,0.0201336992091221,0.9738273337449886,0.0016403691243663,0.0576484236836521,0.0031351361920467,0.9998600992466607,3.597024162890046e-05,0.10848297924919,0.0054930647847535,0.980453946762039,0.011642047054593,0.7844189095275582,0.0257652822752622,0.2267857894745763,0.0060569484137599,253.71817111968997,creditcard,0.0004275710769921049
Gen1_LogisticRegression,1,robust,smote_enn,select_k_best_5,0.9768658517852048,0.0020333388431539,0.9251342951851632,0.0197420705848698,0.8732229795520935,0.0413633037918208,0.9770456108182332,0.0021013607638733,0.0620732771799554,0.0031436414755661,0.999775205128645,7.352408524996465e-05,0.1158491472475248,0.0052218344354744,0.9589525100049332,0.0124921500663103,0.7177321910514578,0.0442362236547208,0.229099455764958,0.0044377733816847,14.159685373306274,creditcard,0.008181040973193802
Gen1_LogisticRegression,1,robust,smote_enn,select_k_best_12,0.9698698676731988,0.0014179768602455,0.9342827138334906,0.0129607210227853,0.8985718922427782,0.0263210016265718,0.9699935354242027,0.0014336126954082,0.0493921492397009,0.0021393413866198,0.9998187531827144,4.745309078460019e-05,0.0936275267191695,0.0038785558935777,0.9791376433177172,0.011637994961045,0.7697686226210892,0.0450644022398991,0.2066926165746382,0.0062077501147855,116.00553798675536,creditcard,0.0008070883619495575
Gen1_LogisticRegression,1,robust,smote_enn,mutual_info_5,0.9765059579977616,0.0015773126654659,0.92621765951379,0.0189513359209034,0.8757546251217138,0.0393099093652637,0.976680693905866,0.0016387386301353,0.0611925181090755,0.0020252895767415,0.9997795794504296,7.000177321807436e-05,0.11435992516714,0.0033906138067461,0.9576177753182468,0.0103534029766295,0.7181313529158506,0.0401776974072625,0.2278539625824165,0.0046699257390792,85.18289184570312,creditcard,0.001342506460896205
Gen1_LogisticRegression,1,robust,smote_enn,mutual_info_12,0.9708003247821984,0.0014863315629307,0.9347487481504686,0.0129259785773287,0.8985718922427782,0.0263210016265718,0.9709256040581592,0.0015036761320926,0.0509074640666209,0.0022855236238348,0.9998189305751504,4.739290773441937e-05,0.09634424647471,0.0041229239922161,0.978853274700856,0.0110743066225892,0.7737231342809023,0.0384650206048036,0.2099561431650948,0.006296598352647,196.26308155059812,creditcard,0.0004908908737326542
Gen1_DecisionTree,1,none,none,none,0.9927406789703528,0.001668112295596,0.9051721200852964,0.0160317761539417,0.8172995780590717,0.0313942198105287,0.9930446621115208,0.0016499181749004,0.1772896019765815,0.0435354229518479,0.9996813009748922,5.544000692290311e-05,0.2892860114140209,0.0582869610092085,0.9076750520746236,0.0157019855429848,0.7592672709510182,0.0282719233815046,0.3764799114051472,0.0498333105167198,25.703673124313354,creditcard,0.011254218640127078
Gen1_DecisionTree,1,none,none,select_k_best_5,0.989962474489236,0.0016737726157132,0.9139382944443496,0.0168242508145872,0.8376501135994807,0.0349400110923168,0.9902264752892184,0.0017229570543956,0.1318279841480633,0.016951063014289,0.9997160091301736,6.142852287643499e-05,0.2271549026393204,0.024686301467595,0.9073155728380226,0.0274029100484339,0.7820990735539921,0.0327785458481734,0.3290066364849147,0.0185407937290512,5.353928089141846,creditcard,0.0424197858230666
Gen1_DecisionTree,1,none,none,select_k_best_12,0.9924466194123196,0.0015167866105614,0.907616998148892,0.0217207146730753,0.8224926971762414,0.043429641768364,0.9927412991215426,0.0015186270976891,0.1688836378127295,0.0287206910463939,0.99969009360941,7.669494174594531e-05,0.2790936386180637,0.0403234341943869,0.9125223028033858,0.0239508457759513,0.7703620732423608,0.0278905502765074,0.3693818659928721,0.0355080720421611,9.86639404296875,creditcard,0.0282844322830037
Gen1_DecisionTree,1,none,none,mutual_info_5,0.9851302420505168,0.0093763454768756,0.9127816025348344,0.0168840509766426,0.840181759169101,0.0402469872567865,0.985381445900568,0.0094445371935719,0.1123381060305037,0.0385451025506705,0.999719477560919,6.96609579367648e-05,0.1952027440608931,0.061652727916111,0.910950136248672,0.0221982581519496,0.7754699993184848,0.0256724334595646,0.297715111504381,0.0559782768722329,77.84351515769958,creditcard,0.002507597917020177
Gen1_DecisionTree,1,none,none,mutual_info_12,0.9929469595558384,0.0019159960133908,0.909114996408386,0.0171012018951552,0.8249918857513794,0.03388945443056,0.9932381070653924,0.0019105801601826,0.1835843223105943,0.0400850641698522,0.9996946528043752,6.009502171609857e-05,0.2982235102730947,0.0544657011564689,0.913841764917324,0.0195529245793661,0.7786906132664905,0.0136159384867855,0.3849485548923071,0.0457256188188075,82.12976431846619,creditcard,0.0036310816385041536
Gen1_DecisionTree,1,none,smote,none,0.9911299348241128,0.0015118255796673,0.9119957877021626,0.0168454367833699,0.8325868224602402,0.0348929447149398,0.9914047529440853,0.0015619748835587,0.1466159076993848,0.018716610128448,0.9997074766250508,6.136556764184503e-05,0.2485147234292298,0.0261307551149332,0.8952583812559676,0.0227465900877071,0.3362391290765935,0.0453159014507542,0.3461305848670184,0.0185260303954594,66.23781371116638,creditcard,0.0037517991266098985
Gen1_DecisionTree,1,none,smote,select_k_best_5,0.975904672035814,0.0084230316366326,0.9043861983835952,0.0284940374245666,0.8326192794547225,0.0536569781712341,0.9761531173124676,0.0084065507695091,0.0636603334251393,0.0211590104614689,0.9997025394562608,9.704741946721967e-05,0.1174874957154373,0.0364053609799406,0.9123274276741812,0.0294485061526675,0.5021401121932787,0.0727361842673557,0.2236597419686395,0.0421017826055282,11.153282403945925,creditcard,0.010532949719282262
Gen1_DecisionTree,1,none,smote,select_k_best_12,0.9811319098509952,0.0066585775161806,0.9209529088868764,0.026136950476288,0.8605647517039922,0.0540716773304767,0.9813410660697603,0.0067003722244967,0.0816450945467346,0.0235733021849477,0.9997538649384904,9.533546584434996e-05,0.1480315286506384,0.0394963716137992,0.9253843176260363,0.0375271131652903,0.3294431376244112,0.0397665688397675,0.2586489098913907,0.0396600999083519,26.014655590057373,creditcard,0.00569009411037917
Gen1_DecisionTree,1,none,smote,mutual_info_5,0.9744124295025128,0.0024291155499091,0.9048212515428704,0.0187491715704376,0.8349886400519312,0.0377141896188655,0.97465386303381,0.0024391672972224,0.0544163490632563,0.0052154859416671,0.9997068978603544,6.687874686059813e-05,0.1021232354772407,0.009248902400045,0.9106279281816708,0.016364802147553,0.4745478958841961,0.0715782851981671,0.2091252145303135,0.0126700846328487,85.29452538490295,creditcard,0.0011972871380579618
Gen1_DecisionTree,1,none,smote,mutual_info_12,0.9831683820140886,0.0026587394425854,0.9156223162018392,0.0304506416544818,0.8478416098669264,0.0612814873518552,0.983403022536752,0.002678781880434,0.0827814301190563,0.0119587862057155,0.9997318848399112,0.0001082446134173,0.1506079441980625,0.0203104334228631,0.9317267115298232,0.0282682813515474,0.341350806954426,0.0585533306651751,0.2612819348185395,0.0246803283916499,97.56266617774963,creditcard,0.001543688855681913
Gen1_DecisionTree,1,none,smote_enn,none,0.9914547170225372,0.0014382498265506,0.9147343942446844,0.0275844653177565,0.8377474845829276,0.0565428791234617,0.9917213039064412,0.0015291280498822,0.1516596910066922,0.0157576973857965,0.9997164993521176,9.907589494093398e-05,0.2559433610522265,0.0209126481801858,0.9005269015497765,0.03923551254873,0.3456905696660414,0.0420425804745243,0.3531740708575594,0.0123028801878304,303.6197624206543,creditcard,0.0008429705498783621
Gen1_DecisionTree,1,none,smote_enn,select_k_best_5,0.9748908249028944,0.009034577990863,0.9038783951954998,0.0241879961681891,0.8326192794547225,0.0430533926658496,0.9751375109362774,0.0090110561619932,0.0619057415688972,0.0219180163084194,0.9997021240136504,7.921110626279244e-05,0.1144048634968021,0.037747146944078,0.9142689841777072,0.0253018486584926,0.5842181418479259,0.133296462347083,0.2201350700555059,0.0435511669068727,22.25459122657776,creditcard,0.005140499856062198
Gen1_DecisionTree,1,none,smote_enn,select_k_best_12,0.9816366389431412,0.0065815851780366,0.9249965853923936,0.0260796957482579,0.868159688412853,0.0556178420716055,0.9818334823719346,0.0066472454875467,0.0842599151972581,0.0233363893145259,0.9997675803257888,9.753679099865344e-05,0.1524119684071107,0.0388200726074639,0.9245383244549392,0.0407327722278039,0.4219104016578839,0.1494099947254574,0.2639351825800934,0.0367610637232114,132.61758065223694,creditcard,0.0011492504870548837
Gen1_DecisionTree,1,none,smote_enn,mutual_info_5,0.9666615462266014,0.0036692083016125,0.903515044861386,0.017155494937314,0.8401493021746186,0.0343244034210151,0.9668807875481532,0.003678760459599,0.0425443070979082,0.0047137813089783,0.9997136262065718,6.178184615751592e-05,0.0809479334374183,0.0086058066340805,0.9212606843968952,0.0164477729501523,0.5213095291425546,0.1203388875056725,0.1844372405216404,0.0126569065304976,95.33741545677184,creditcard,0.0008490589344241991
